customer_key,r_score,f_score,m_score,rfm_code,customer_segment
27997,3,2,3,323,Potential Loyalists
30604,3,2,3,323,Potential Loyalists
26787,3,2,3,323,Potential Loyalists
28455,3,2,3,323,Potential Loyalists
29883,3,2,3,323,Potential Loyalists
26733,3,2,3,323,Potential Loyalists
27204,3,2,3,323,Potential Loyalists
27390,3,2,3,323,Potential Loyalists
30151,3,2,3,323,Potential Loyalists
30020,3,2,3,323,Potential Loyalists
29550,3,2,3,323,Potential Loyalists
27708,3,2,3,323,Potential Loyalists
28089,3,2,3,323,Potential Loyalists
27714,3,2,3,323,Potential Loyalists
30395,3,2,3,323,Potential Loyalists
27550,3,2,3,323,Potential Loyalists
27249,3,2,3,323,Potential Loyalists
26567,3,2,3,323,Potential Loyalists
29812,3,2,2,322,Potential Loyalists
27143,3,2,2,322,Potential Loyalists
28686,3,2,2,322,Potential Loyalists
30485,3,2,2,322,Potential Loyalists
30104,3,2,2,322,Potential Loyalists
27663,3,2,2,322,Potential Loyalists
28809,3,2,2,322,Potential Loyalists
26395,3,2,2,322,Potential Loyalists
30336,3,2,2,322,Potential Loyalists
29843,3,2,2,322,Potential Loyalists
27250,3,2,2,322,Potential Loyalists
27265,3,2,2,322,Potential Loyalists
30001,3,2,2,322,Potential Loyalists
28679,3,2,2,322,Potential Loyalists
29581,3,2,2,322,Potential Loyalists
30067,3,2,2,322,Potential Loyalists
30435,3,2,2,322,Potential Loyalists
27985,3,2,2,322,Potential Loyalists
28352,3,2,2,322,Potential Loyalists
26756,3,2,2,322,Potential Loyalists
28478,3,2,2,322,Potential Loyalists
28125,3,2,2,322,Potential Loyalists
29386,3,2,2,322,Potential Loyalists
28517,3,2,2,322,Potential Loyalists
29558,3,2,2,322,Potential Loyalists
28794,3,2,2,322,Potential Loyalists
29419,3,2,2,322,Potential Loyalists
30350,3,2,2,322,Potential Loyalists
27105,3,2,2,322,Potential Loyalists
29882,3,2,2,322,Potential Loyalists
30281,3,2,2,322,Potential Loyalists
28875,3,2,2,322,Potential Loyalists
27101,3,2,2,322,Potential Loyalists
29942,3,2,2,322,Potential Loyalists
27412,3,2,2,322,Potential Loyalists
29095,3,2,2,322,Potential Loyalists
29008,3,2,2,322,Potential Loyalists
29510,3,2,2,322,Potential Loyalists
27546,3,2,2,322,Potential Loyalists
27388,3,2,2,322,Potential Loyalists
26749,3,2,2,322,Potential Loyalists
28036,3,2,2,322,Potential Loyalists
27293,3,2,2,322,Potential Loyalists
27005,3,2,2,322,Potential Loyalists
30063,3,2,2,322,Potential Loyalists
28498,3,2,2,322,Potential Loyalists
26984,3,2,2,322,Potential Loyalists
29409,3,2,2,322,Potential Loyalists
27052,3,2,2,322,Potential Loyalists
29847,3,2,2,322,Potential Loyalists
29592,3,2,2,322,Potential Loyalists
29228,3,2,2,322,Potential Loyalists
27246,3,2,2,322,Potential Loyalists
29725,3,2,2,322,Potential Loyalists
26657,3,2,2,322,Potential Loyalists
26643,3,2,2,322,Potential Loyalists
27227,3,2,2,322,Potential Loyalists
28326,3,2,2,322,Potential Loyalists
29666,3,2,2,322,Potential Loyalists
27746,3,2,2,322,Potential Loyalists
29051,3,2,2,322,Potential Loyalists
26830,3,2,2,322,Potential Loyalists
28663,3,2,2,322,Potential Loyalists
28338,3,2,2,322,Potential Loyalists
29646,3,2,2,322,Potential Loyalists
26545,3,2,2,322,Potential Loyalists
30234,3,2,2,322,Potential Loyalists
28997,3,2,2,322,Potential Loyalists
27315,3,2,2,322,Potential Loyalists
27070,3,2,2,322,Potential Loyalists
27271,3,2,2,322,Potential Loyalists
28915,3,2,2,322,Potential Loyalists
28013,3,2,2,322,Potential Loyalists
30269,3,2,2,322,Potential Loyalists
26321,3,2,2,322,Potential Loyalists
26765,3,2,2,322,Potential Loyalists
28415,3,2,2,322,Potential Loyalists
28670,3,2,2,322,Potential Loyalists
30263,3,2,2,322,Potential Loyalists
26674,3,2,2,322,Potential Loyalists
29650,3,2,2,322,Potential Loyalists
29237,3,2,2,322,Potential Loyalists
27013,3,2,2,322,Potential Loyalists
27543,3,2,2,322,Potential Loyalists
26486,3,2,2,322,Potential Loyalists
28827,3,2,2,322,Potential Loyalists
29140,3,2,2,322,Potential Loyalists
26508,3,2,2,322,Potential Loyalists
28533,3,2,2,322,Potential Loyalists
27136,3,2,2,322,Potential Loyalists
27740,3,2,2,322,Potential Loyalists
26437,3,2,2,322,Potential Loyalists
27549,3,2,2,322,Potential Loyalists
27425,3,2,2,322,Potential Loyalists
27539,3,2,2,322,Potential Loyalists
29048,3,2,2,322,Potential Loyalists
27863,3,2,2,322,Potential Loyalists
29891,3,2,2,322,Potential Loyalists
27222,3,2,2,322,Potential Loyalists
27009,3,2,2,322,Potential Loyalists
29623,3,2,2,322,Potential Loyalists
27064,3,2,2,322,Potential Loyalists
27364,3,2,2,322,Potential Loyalists
27830,3,2,2,322,Potential Loyalists
29370,3,2,2,322,Potential Loyalists
30021,3,2,2,322,Potential Loyalists
30133,3,2,2,322,Potential Loyalists
29077,3,2,2,322,Potential Loyalists
29690,3,2,2,322,Potential Loyalists
26380,3,2,2,322,Potential Loyalists
29630,3,2,2,322,Potential Loyalists
29840,3,2,2,322,Potential Loyalists
26998,3,2,2,322,Potential Loyalists
28426,3,2,2,322,Potential Loyalists
29037,3,2,2,322,Potential Loyalists
29953,3,2,2,322,Potential Loyalists
29787,3,2,2,322,Potential Loyalists
28312,3,2,2,322,Potential Loyalists
30464,3,2,2,322,Potential Loyalists
28777,3,2,2,322,Potential Loyalists
28222,3,2,2,322,Potential Loyalists
28877,3,2,2,322,Potential Loyalists
26646,3,2,2,322,Potential Loyalists
28665,3,2,2,322,Potential Loyalists
26597,3,2,2,322,Potential Loyalists
29504,3,2,2,322,Potential Loyalists
27823,3,2,2,322,Potential Loyalists
28583,3,2,2,322,Potential Loyalists
30633,3,2,2,322,Potential Loyalists
29200,3,2,2,322,Potential Loyalists
26341,3,2,2,322,Potential Loyalists
30176,3,2,2,322,Potential Loyalists
29313,3,2,2,322,Potential Loyalists
27505,3,2,2,322,Potential Loyalists
29185,3,2,2,322,Potential Loyalists
29809,3,2,2,322,Potential Loyalists
28748,3,2,2,322,Potential Loyalists
30383,3,2,2,322,Potential Loyalists
28563,3,2,2,322,Potential Loyalists
27839,3,2,2,322,Potential Loyalists
27525,3,2,2,322,Potential Loyalists
27308,3,2,2,322,Potential Loyalists
30421,3,2,2,322,Potential Loyalists
29813,3,2,2,322,Potential Loyalists
26571,3,2,2,322,Potential Loyalists
29764,3,2,2,322,Potential Loyalists
30333,3,2,2,322,Potential Loyalists
26634,3,2,2,322,Potential Loyalists
29473,3,2,2,322,Potential Loyalists
28745,3,2,2,322,Potential Loyalists
27542,3,2,2,322,Potential Loyalists
27895,3,2,2,322,Potential Loyalists
29466,3,2,2,322,Potential Loyalists
28630,3,2,2,322,Potential Loyalists
27220,3,2,2,322,Potential Loyalists
28324,3,2,2,322,Potential Loyalists
26767,3,2,2,322,Potential Loyalists
27623,3,2,2,322,Potential Loyalists
26364,3,2,2,322,Potential Loyalists
28587,3,2,2,322,Potential Loyalists
29929,3,2,2,322,Potential Loyalists
27551,3,2,2,322,Potential Loyalists
29207,3,2,2,322,Potential Loyalists
27703,3,2,2,322,Potential Loyalists
27972,3,2,2,322,Potential Loyalists
26441,3,2,2,322,Potential Loyalists
26981,3,2,2,322,Potential Loyalists
29326,3,2,2,322,Potential Loyalists
27897,3,2,2,322,Potential Loyalists
27158,3,2,2,322,Potential Loyalists
27275,3,2,2,322,Potential Loyalists
29315,3,2,2,322,Potential Loyalists
26704,3,2,2,322,Potential Loyalists
29189,3,2,2,322,Potential Loyalists
26753,3,2,2,322,Potential Loyalists
28614,3,2,2,322,Potential Loyalists
26423,3,2,2,322,Potential Loyalists
28173,3,2,2,322,Potential Loyalists
30423,3,2,2,322,Potential Loyalists
28516,3,2,2,322,Potential Loyalists
28268,3,2,2,322,Potential Loyalists
27336,3,2,2,322,Potential Loyalists
28755,3,2,2,322,Potential Loyalists
29243,3,2,2,322,Potential Loyalists
30478,3,2,2,322,Potential Loyalists
26707,3,2,2,322,Potential Loyalists
27310,3,2,2,322,Potential Loyalists
30304,3,2,2,322,Potential Loyalists
29293,3,2,2,322,Potential Loyalists
28053,3,2,2,322,Potential Loyalists
26751,3,2,2,322,Potential Loyalists
29003,3,2,2,322,Potential Loyalists
28392,3,2,2,322,Potential Loyalists
26664,3,2,2,322,Potential Loyalists
29790,3,2,2,322,Potential Loyalists
29184,3,2,2,322,Potential Loyalists
26540,3,2,2,322,Potential Loyalists
27752,3,2,2,322,Potential Loyalists
28482,3,2,2,322,Potential Loyalists
30109,3,2,2,322,Potential Loyalists
28823,3,2,2,322,Potential Loyalists
26347,3,2,2,322,Potential Loyalists
29404,3,2,2,322,Potential Loyalists
29910,3,2,2,322,Potential Loyalists
29024,3,2,2,322,Potential Loyalists
27155,3,2,2,322,Potential Loyalists
28765,3,2,2,322,Potential Loyalists
27872,3,2,2,322,Potential Loyalists
28307,3,2,2,322,Potential Loyalists
27644,3,2,2,322,Potential Loyalists
28575,3,2,2,322,Potential Loyalists
30402,3,2,2,322,Potential Loyalists
29215,3,2,2,322,Potential Loyalists
27957,3,2,2,322,Potential Loyalists
28220,3,2,2,322,Potential Loyalists
26835,3,2,2,322,Potential Loyalists
27605,3,2,2,322,Potential Loyalists
28266,3,2,2,322,Potential Loyalists
29854,3,2,2,322,Potential Loyalists
29560,3,2,2,322,Potential Loyalists
28303,3,2,2,322,Potential Loyalists
26827,3,2,2,322,Potential Loyalists
27428,3,2,2,322,Potential Loyalists
28102,3,2,2,322,Potential Loyalists
29694,3,2,2,322,Potential Loyalists
29946,3,2,2,322,Potential Loyalists
28912,3,2,2,322,Potential Loyalists
28727,3,2,2,322,Potential Loyalists
28718,3,2,2,322,Potential Loyalists
28565,3,2,2,322,Potential Loyalists
26445,3,2,2,322,Potential Loyalists
28309,3,2,2,322,Potential Loyalists
26955,3,2,2,322,Potential Loyalists
30426,3,2,2,322,Potential Loyalists
28403,3,2,2,322,Potential Loyalists
26615,3,2,2,322,Potential Loyalists
29462,3,2,2,322,Potential Loyalists
29319,3,2,2,322,Potential Loyalists
27384,3,2,2,322,Potential Loyalists
28418,3,2,2,322,Potential Loyalists
28168,3,2,2,322,Potential Loyalists
29148,3,2,2,322,Potential Loyalists
30516,3,2,2,322,Potential Loyalists
27503,3,2,2,322,Potential Loyalists
27461,3,2,2,322,Potential Loyalists
29298,3,2,2,322,Potential Loyalists
27929,3,2,2,322,Potential Loyalists
27019,3,2,2,322,Potential Loyalists
30504,3,2,2,322,Potential Loyalists
28194,3,2,2,322,Potential Loyalists
27255,3,2,2,322,Potential Loyalists
28002,3,2,2,322,Potential Loyalists
28347,3,2,2,322,Potential Loyalists
29338,3,2,1,321,Potential Loyalists
29020,3,2,1,321,Potential Loyalists
27170,3,2,1,321,Potential Loyalists
26610,3,2,1,321,Potential Loyalists
29192,3,2,1,321,Potential Loyalists
27003,3,2,1,321,Potential Loyalists
29329,3,2,1,321,Potential Loyalists
28051,3,2,1,321,Potential Loyalists
26378,3,2,1,321,Potential Loyalists
28468,3,2,1,321,Potential Loyalists
28345,3,2,1,321,Potential Loyalists
27836,3,2,1,321,Potential Loyalists
28479,3,2,1,321,Potential Loyalists
29938,3,2,1,321,Potential Loyalists
28568,3,2,1,321,Potential Loyalists
28893,3,2,1,321,Potential Loyalists
26636,3,2,1,321,Potential Loyalists
27586,3,2,1,321,Potential Loyalists
29998,3,2,1,321,Potential Loyalists
28186,3,2,1,321,Potential Loyalists
27681,3,2,1,321,Potential Loyalists
29204,3,2,1,321,Potential Loyalists
30212,3,2,1,321,Potential Loyalists
29676,3,2,1,321,Potential Loyalists
26546,3,2,1,321,Potential Loyalists
28052,3,2,1,321,Potential Loyalists
27139,3,2,1,321,Potential Loyalists
27068,3,2,1,321,Potential Loyalists
27717,3,2,1,321,Potential Loyalists
27636,3,2,1,321,Potential Loyalists
27817,3,2,1,321,Potential Loyalists
26448,3,2,1,321,Potential Loyalists
27734,3,2,1,321,Potential Loyalists
29670,3,2,1,321,Potential Loyalists
27571,3,2,1,321,Potential Loyalists
30153,3,2,1,321,Potential Loyalists
28420,3,2,1,321,Potential Loyalists
26821,3,2,1,321,Potential Loyalists
29248,3,2,1,321,Potential Loyalists
29899,3,2,1,321,Potential Loyalists
30643,3,2,1,321,Potential Loyalists
28710,3,2,1,321,Potential Loyalists
30447,3,2,1,321,Potential Loyalists
28888,3,2,1,321,Potential Loyalists
29176,3,2,1,321,Potential Loyalists
29878,3,2,1,321,Potential Loyalists
26703,3,2,1,321,Potential Loyalists
27874,3,2,1,321,Potential Loyalists
26717,3,2,1,321,Potential Loyalists
26990,3,2,1,321,Potential Loyalists
29815,3,2,1,321,Potential Loyalists
27959,3,2,1,321,Potential Loyalists
26905,3,2,1,321,Potential Loyalists
27659,3,2,1,321,Potential Loyalists
26690,3,2,1,321,Potential Loyalists
27350,3,2,1,321,Potential Loyalists
26773,3,2,1,321,Potential Loyalists
27092,3,2,1,321,Potential Loyalists
28332,3,2,1,321,Potential Loyalists
27175,3,2,1,321,Potential Loyalists
27544,3,2,1,321,Potential Loyalists
26447,3,2,1,321,Potential Loyalists
28737,3,2,1,321,Potential Loyalists
28104,3,2,1,321,Potential Loyalists
28954,3,2,1,321,Potential Loyalists
27287,3,2,1,321,Potential Loyalists
30010,3,2,1,321,Potential Loyalists
28175,3,2,1,321,Potential Loyalists
29155,3,2,1,321,Potential Loyalists
28441,3,2,1,321,Potential Loyalists
29374,3,2,1,321,Potential Loyalists
28322,3,2,1,321,Potential Loyalists
28677,3,2,1,321,Potential Loyalists
29800,3,2,1,321,Potential Loyalists
29487,3,2,1,321,Potential Loyalists
26789,3,2,1,321,Potential Loyalists
26782,3,2,1,321,Potential Loyalists
29935,3,2,1,321,Potential Loyalists
30038,3,2,1,321,Potential Loyalists
29726,3,2,1,321,Potential Loyalists
30620,3,2,1,321,Potential Loyalists
30023,3,2,1,321,Potential Loyalists
30475,3,2,1,321,Potential Loyalists
30468,3,2,1,321,Potential Loyalists
29257,3,2,1,321,Potential Loyalists
27284,3,2,1,321,Potential Loyalists
27754,3,2,1,321,Potential Loyalists
29589,3,2,1,321,Potential Loyalists
27821,3,2,1,321,Potential Loyalists
29598,3,2,1,321,Potential Loyalists
27299,3,2,1,321,Potential Loyalists
29040,3,2,1,321,Potential Loyalists
30138,3,2,1,321,Potential Loyalists
26497,3,1,3,313,New Customers
28980,3,1,3,313,New Customers
26948,3,1,3,313,New Customers
30030,3,1,3,313,New Customers
27942,3,1,3,313,New Customers
29143,3,1,2,312,New Customers
29318,3,1,2,312,New Customers
26791,3,1,2,312,New Customers
27076,3,1,2,312,New Customers
29952,3,1,2,312,New Customers
29268,3,1,2,312,New Customers
28014,3,1,2,312,New Customers
26621,3,1,2,312,New Customers
27398,3,1,2,312,New Customers
30418,3,1,2,312,New Customers
30046,3,1,2,312,New Customers
30253,3,1,2,312,New Customers
29324,3,1,2,312,New Customers
27454,3,1,2,312,New Customers
30215,3,1,2,312,New Customers
27424,3,1,2,312,New Customers
26415,3,1,2,312,New Customers
27360,3,1,2,312,New Customers
26326,3,1,2,312,New Customers
29106,3,1,2,312,New Customers
30607,3,1,2,312,New Customers
28602,3,1,2,312,New Customers
27438,3,1,2,312,New Customers
26846,3,1,2,312,New Customers
28796,3,1,2,312,New Customers
30481,3,1,2,312,New Customers
26716,3,1,2,312,New Customers
28086,3,1,2,312,New Customers
26863,3,1,2,312,New Customers
28231,3,1,2,312,New Customers
29564,3,1,2,312,New Customers
30241,3,1,2,312,New Customers
28113,3,1,2,312,New Customers
28768,3,1,2,312,New Customers
27073,3,1,2,312,New Customers
29916,3,1,2,312,New Customers
27087,3,1,2,312,New Customers
26917,3,1,2,312,New Customers
26409,3,1,2,312,New Customers
26942,3,1,2,312,New Customers
27964,3,1,2,312,New Customers
29955,3,1,2,312,New Customers
28579,3,1,2,312,New Customers
29232,3,1,2,312,New Customers
28581,3,1,2,312,New Customers
29766,3,1,1,311,New Customers
29957,3,1,1,311,New Customers
27885,3,1,1,311,New Customers
26669,3,1,1,311,New Customers
29724,3,1,1,311,New Customers
30568,3,1,1,311,New Customers
26501,3,1,1,311,New Customers
27692,3,1,1,311,New Customers
27651,3,1,1,311,New Customers
26629,3,1,1,311,New Customers
26342,3,1,1,311,New Customers
28381,3,1,1,311,New Customers
30197,3,1,1,311,New Customers
30640,3,1,1,311,New Customers
28032,3,1,1,311,New Customers
28604,3,1,1,311,New Customers
29512,3,1,1,311,New Customers
27489,3,1,1,311,New Customers
27671,3,1,1,311,New Customers
27357,3,1,1,311,New Customers
28437,3,1,1,311,New Customers
27460,3,1,1,311,New Customers
27097,3,1,1,311,New Customers
30033,3,1,1,311,New Customers
29320,3,1,1,311,New Customers
28949,3,1,1,311,New Customers
29964,3,1,1,311,New Customers
29750,3,1,1,311,New Customers
30625,3,1,1,311,New Customers
30257,3,1,1,311,New Customers
29226,3,1,1,311,New Customers
28586,3,1,1,311,New Customers
27337,3,1,1,311,New Customers
30551,3,1,1,311,New Customers
26519,3,1,1,311,New Customers
28254,3,1,1,311,New Customers
27667,3,1,1,311,New Customers
30623,3,1,1,311,New Customers
28157,3,1,1,311,New Customers
28914,3,1,1,311,New Customers
28114,3,1,1,311,New Customers
26687,3,1,1,311,New Customers
27911,3,1,1,311,New Customers
29274,3,1,1,311,New Customers
27884,3,1,1,311,New Customers
30368,3,1,1,311,New Customers
29278,3,1,1,311,New Customers
30264,3,1,1,311,New Customers
30555,3,1,1,311,New Customers
30314,3,1,1,311,New Customers
28318,3,1,1,311,New Customers
29342,3,1,1,311,New Customers
28869,3,1,1,311,New Customers
29073,3,1,1,311,New Customers
28983,3,1,1,311,New Customers
27045,3,1,1,311,New Customers
28898,3,1,1,311,New Customers
26337,3,1,1,311,New Customers
28063,3,1,1,311,New Customers
29789,3,1,1,311,New Customers
30183,3,1,1,311,New Customers
29513,3,1,1,311,New Customers
29759,3,1,1,311,New Customers
26366,3,1,1,311,New Customers
26961,3,1,1,311,New Customers
26498,3,1,1,311,New Customers
29503,3,1,1,311,New Customers
27883,3,1,1,311,New Customers
29018,3,1,1,311,New Customers
28675,3,1,1,311,New Customers
28419,3,1,1,311,New Customers
28059,3,1,1,311,New Customers
29531,3,1,1,311,New Customers
27982,3,1,1,311,New Customers
27952,3,1,1,311,New Customers
28696,3,1,1,311,New Customers
27283,3,1,1,311,New Customers
26401,3,1,1,311,New Customers
26449,3,1,1,311,New Customers
26654,3,1,1,311,New Customers
29448,3,1,1,311,New Customers
29331,3,1,1,311,New Customers
30529,3,1,1,311,New Customers
28469,3,1,1,311,New Customers
28054,3,1,1,311,New Customers
29249,3,1,1,311,New Customers
27323,3,1,1,311,New Customers
27282,3,1,1,311,New Customers
30503,3,1,1,311,New Customers
27835,3,1,1,311,New Customers
27732,3,1,1,311,New Customers
30172,3,1,1,311,New Customers
29685,3,1,1,311,New Customers
27479,3,1,1,311,New Customers
30444,3,1,1,311,New Customers
30162,3,1,1,311,New Customers
29168,3,1,1,311,New Customers
26313,3,1,1,311,New Customers
27298,3,1,1,311,New Customers
29484,3,1,1,311,New Customers
28523,3,1,1,311,New Customers
26504,3,1,1,311,New Customers
28651,3,1,1,311,New Customers
26788,3,1,1,311,New Customers
28547,3,1,1,311,New Customers
26991,3,1,1,311,New Customers
29191,3,1,1,311,New Customers
29195,3,1,1,311,New Customers
26383,3,1,1,311,New Customers
30331,3,1,1,311,New Customers
26656,3,1,1,311,New Customers
29610,3,1,1,311,New Customers
28503,3,1,1,311,New Customers
27277,3,1,1,311,New Customers
30262,3,1,1,311,New Customers
30455,3,1,1,311,New Customers
28253,3,1,1,311,New Customers
30445,3,1,1,311,New Customers
29781,3,1,1,311,New Customers
26906,3,1,1,311,New Customers
28660,3,1,1,311,New Customers
29361,3,1,1,311,New Customers
28829,3,1,1,311,New Customers
30360,3,1,1,311,New Customers
27877,3,1,1,311,New Customers
27254,3,1,1,311,New Customers
27446,3,1,1,311,New Customers
29881,3,1,1,311,New Customers
29178,3,1,1,311,New Customers
27027,3,1,1,311,New Customers
26436,2,3,3,233,Loyal Customers
27149,2,3,3,233,Loyal Customers
29505,2,3,3,233,Loyal Customers
29193,2,3,3,233,Loyal Customers
26871,2,3,3,233,Loyal Customers
30225,2,3,3,233,Loyal Customers
26986,2,3,3,233,Loyal Customers
28871,2,3,3,233,Loyal Customers
28969,2,3,3,233,Loyal Customers
27301,2,3,3,233,Loyal Customers
26915,2,3,3,233,Loyal Customers
28795,2,3,3,233,Loyal Customers
29565,2,3,3,233,Loyal Customers
27948,2,3,3,233,Loyal Customers
28843,2,3,3,233,Loyal Customers
29381,2,3,3,233,Loyal Customers
29753,2,3,3,233,Loyal Customers
27998,2,3,3,233,Loyal Customers
27257,2,3,3,233,Loyal Customers
29735,2,3,3,233,Loyal Customers
28401,2,3,3,233,Loyal Customers
27482,2,3,3,233,Loyal Customers
27751,2,3,3,233,Loyal Customers
26371,2,3,3,233,Loyal Customers
28733,2,3,3,233,Loyal Customers
29017,2,3,3,233,Loyal Customers
26862,2,3,3,233,Loyal Customers
26766,2,3,3,233,Loyal Customers
28129,2,3,3,233,Loyal Customers
28961,2,3,3,233,Loyal Customers
27318,2,3,3,233,Loyal Customers
29822,2,3,3,233,Loyal Customers
28188,2,3,3,233,Loyal Customers
28566,2,3,3,233,Loyal Customers
29359,2,3,3,233,Loyal Customers
30334,2,3,3,233,Loyal Customers
30585,2,3,3,233,Loyal Customers
27813,2,3,3,233,Loyal Customers
29902,2,3,3,233,Loyal Customers
27946,2,3,3,233,Loyal Customers
26613,2,3,3,233,Loyal Customers
26583,2,3,3,233,Loyal Customers
29375,2,3,3,233,Loyal Customers
30602,2,3,3,233,Loyal Customers
30048,2,3,3,233,Loyal Customers
29149,2,3,3,233,Loyal Customers
26490,2,3,3,233,Loyal Customers
28072,2,3,3,233,Loyal Customers
26522,2,3,3,233,Loyal Customers
28599,2,3,3,233,Loyal Customers
27799,2,3,3,233,Loyal Customers
28407,2,3,3,233,Loyal Customers
27162,2,3,3,233,Loyal Customers
30439,2,3,3,233,Loyal Customers
27552,2,3,3,233,Loyal Customers
27450,2,3,3,233,Loyal Customers
27960,2,3,3,233,Loyal Customers
29807,2,3,3,233,Loyal Customers
30501,2,3,3,233,Loyal Customers
29798,2,3,3,233,Loyal Customers
27538,2,3,3,233,Loyal Customers
29874,2,3,3,233,Loyal Customers
28404,2,3,3,233,Loyal Customers
26589,2,3,3,233,Loyal Customers
26729,2,3,3,233,Loyal Customers
27622,2,3,3,233,Loyal Customers
30081,2,3,3,233,Loyal Customers
26877,2,3,3,233,Loyal Customers
30168,2,3,3,233,Loyal Customers
27792,2,3,3,233,Loyal Customers
28023,2,3,3,233,Loyal Customers
28798,2,3,3,233,Loyal Customers
27062,2,3,3,233,Loyal Customers
27368,2,3,3,233,Loyal Customers
30106,2,3,3,233,Loyal Customers
27773,2,3,3,233,Loyal Customers
30564,2,3,3,233,Loyal Customers
26579,2,3,3,233,Loyal Customers
29093,2,3,3,233,Loyal Customers
28618,2,3,3,233,Loyal Customers
30342,2,3,3,233,Loyal Customers
30480,2,3,3,233,Loyal Customers
30278,2,3,3,233,Loyal Customers
28031,2,3,3,233,Loyal Customers
27857,2,3,3,233,Loyal Customers
28425,2,3,3,233,Loyal Customers
29451,2,3,3,233,Loyal Customers
28645,2,3,3,233,Loyal Customers
30544,2,3,3,233,Loyal Customers
29236,2,3,3,233,Loyal Customers
29653,2,3,3,233,Loyal Customers
28160,2,3,3,233,Loyal Customers
28553,2,3,3,233,Loyal Customers
26639,2,3,3,233,Loyal Customers
29225,2,3,3,233,Loyal Customers
27192,2,3,3,233,Loyal Customers
26999,2,3,3,233,Loyal Customers
29443,2,3,3,233,Loyal Customers
27393,2,3,3,233,Loyal Customers
30479,2,3,3,233,Loyal Customers
29103,2,3,3,233,Loyal Customers
26885,2,3,3,233,Loyal Customers
30420,2,3,3,233,Loyal Customers
26764,2,3,3,233,Loyal Customers
27784,2,3,3,233,Loyal Customers
30629,2,3,3,233,Loyal Customers
26599,2,3,3,233,Loyal Customers
30091,2,3,3,233,Loyal Customers
29669,2,3,3,233,Loyal Customers
26557,2,3,3,233,Loyal Customers
27286,2,3,3,233,Loyal Customers
28799,2,3,3,233,Loyal Customers
29364,2,3,3,233,Loyal Customers
30482,2,3,3,233,Loyal Customers
26359,2,3,3,233,Loyal Customers
28255,2,3,3,233,Loyal Customers
26841,2,3,3,233,Loyal Customers
27765,2,3,3,233,Loyal Customers
27099,2,3,3,233,Loyal Customers
28148,2,3,3,233,Loyal Customers
28861,2,3,3,233,Loyal Customers
26796,2,3,3,233,Loyal Customers
26584,2,3,3,233,Loyal Customers
30006,2,3,3,233,Loyal Customers
29415,2,3,3,233,Loyal Customers
29413,2,3,3,233,Loyal Customers
26778,2,3,3,233,Loyal Customers
27939,2,3,3,233,Loyal Customers
26884,2,3,3,233,Loyal Customers
28389,2,3,3,233,Loyal Customers
27528,2,3,3,233,Loyal Customers
30143,2,3,3,233,Loyal Customers
28976,2,3,3,233,Loyal Customers
30296,2,3,3,233,Loyal Customers
28791,2,3,3,233,Loyal Customers
28721,2,3,3,233,Loyal Customers
26651,2,3,3,233,Loyal Customers
27495,2,3,3,233,Loyal Customers
28141,2,3,3,233,Loyal Customers
27828,2,3,3,233,Loyal Customers
29125,2,3,3,233,Loyal Customers
27941,2,3,3,233,Loyal Customers
27990,2,3,3,233,Loyal Customers
28026,2,3,3,233,Loyal Customers
27154,2,3,3,233,Loyal Customers
29746,2,3,3,233,Loyal Customers
26949,2,3,3,233,Loyal Customers
27444,2,3,3,233,Loyal Customers
26921,2,3,3,233,Loyal Customers
28884,2,3,3,233,Loyal Customers
30310,2,3,3,233,Loyal Customers
26558,2,3,3,233,Loyal Customers
26314,2,3,3,233,Loyal Customers
30086,2,3,3,233,Loyal Customers
29235,2,3,3,233,Loyal Customers
26333,2,3,3,233,Loyal Customers
27900,2,3,3,233,Loyal Customers
30523,2,3,3,233,Loyal Customers
30018,2,3,3,233,Loyal Customers
29805,2,3,3,233,Loyal Customers
30228,2,3,3,233,Loyal Customers
27264,2,3,3,233,Loyal Customers
29846,2,3,3,233,Loyal Customers
27492,2,3,3,233,Loyal Customers
28828,2,3,3,233,Loyal Customers
28761,2,3,3,233,Loyal Customers
27270,2,3,3,233,Loyal Customers
30473,2,3,3,233,Loyal Customers
27534,2,3,3,233,Loyal Customers
29732,2,3,3,233,Loyal Customers
30570,2,3,3,233,Loyal Customers
30249,2,3,3,233,Loyal Customers
29566,2,3,3,233,Loyal Customers
28741,2,3,3,233,Loyal Customers
27458,2,3,3,233,Loyal Customers
30498,2,3,3,233,Loyal Customers
28513,2,3,3,233,Loyal Customers
30353,2,3,3,233,Loyal Customers
27176,2,3,3,233,Loyal Customers
28151,2,3,3,233,Loyal Customers
27569,2,3,3,233,Loyal Customers
30254,2,3,3,233,Loyal Customers
26425,2,3,3,233,Loyal Customers
27657,2,3,3,233,Loyal Customers
28019,2,3,3,233,Loyal Customers
26689,2,3,3,233,Loyal Customers
30032,2,3,3,233,Loyal Customers
28118,2,3,3,233,Loyal Customers
28460,2,3,3,233,Loyal Customers
30015,2,3,3,233,Loyal Customers
29605,2,3,3,233,Loyal Customers
26941,2,3,3,233,Loyal Customers
27984,2,3,3,233,Loyal Customers
27144,2,3,3,233,Loyal Customers
28028,2,3,3,233,Loyal Customers
26485,2,3,3,233,Loyal Customers
26677,2,3,3,233,Loyal Customers
27221,2,3,3,233,Loyal Customers
27178,2,3,3,233,Loyal Customers
28117,2,3,3,233,Loyal Customers
